ax   ay   az   gx   gy   gz   mx   my   mz
time 8:53:21	mag_center= 610 180 400		radii = 1.000000 1.000000 1.000000		fitacry = 0.000000 0.000000
751 -78 -418 -1404 -898 270 1018 -1187 -2703 
486 -278 -979 -871 -590 -104 1081 -1117 -2807 
290 -445 -646 -560 -332 -230 1087 -1094 -2839 
55 -531 -897 -521 -165 -273 1064 -1088 -2884 
-85 -493 -934 -439 -183 -288 1029 -1082 -2961 
-209 -555 -917 -250 -142 -190 995 -1077 -2988 
-286 -677 -1040 -177 -137 -179 989 -1088 -2987 
-479 -729 -1113 -204 -46 -139 977 -1088 -3007 
-442 -620 -1098 9 157 126 977 -1071 -3045 
-196 -388 -999 236 268 314 972 -1065 -3032 
164 -223 -1166 578 403 404 972 -1059 -3026 
629 46 -876 1003 574 383 972 -1146 -2929 
826 128 -444 1005 707 246 977 -1169 -2845 
960 181 -129 1084 731 126 948 -1216 -2723 
887 180 344 1040 570 -28 954 -1244 -2541 
874 253 702 812 370 -131 919 -1210 -2406 
613 184 786 726 299 -143 919 -1163 -2290 
596 173 816 717 328 -136 931 -1094 -2187 
363 131 891 569 291 -79 943 -1019 -2116 
279 114 904 327 148 -65 960 -932 -2090 
339 153 909 200 59 -41 977 -892 -2084 
267 156 931 176 43 -32 983 -874 -2058 
149 89 1018 160 55 -55 977 -840 -2052 
131 61 985 152 72 -62 977 -816 -2058 
56 61 1024 102 45 -49 1001 -816 -2045 
32 48 991 54 14 -46 989 -799 -2064 
60 70 975 47 3 -26 995 -787 -2045 
46 64 1006 -6 -19 -17 1001 -799 -2045 
78 107 937 -34 -30 -19 972 -799 -2026 
64 96 1025 -51 -26 -12 983 -816 -2032 
64 69 1081 -39 31 -14 977 -828 -2033 
59 64 945 35 54 -6 989 -834 -2046 
95 63 1070 -13 16 -9 983 -834 -2045 
89 76 1012 -76 -43 -18 972 -845 -2045 
110 70 1010 11 -4 -3 972 -845 -2052 
104 66 1030 26 21 1 989 -857 -2070 
68 55 1000 26 2 5 983 -845 -2064 
95 64 1001 16 -28 18 972 -828 -2045 
86 55 1015 -10 -17 12 954 -828 -2052 
75 70 1030 1 1 5 983 -828 -2038 
84 63 1011 -23 -17 1 983 -845 -2052 
77 63 1001 2 10 1 966 -851 -2039 
68 54 1028 14 21 -3 977 -828 -2039 
91 72 1002 8 19 -3 977 -834 -2045 
94 69 1022 1 19 -1 995 -839 -2071 
73 58 1006 2 19 -3 989 -834 -2058 
111 78 1032 7 10 -4 983 -834 -2051 
100 60 1032 0 1 -4 995 -828 -2039 
81 49 1020 -4 -3 -10 995 -822 -2058 
83 61 1024 8 2 -5 995 -822 -2065 
63 41 1017 4 -6 -7 989 -839 -2052 
70 45 1017 6 -6 -5 995 -834 -2045 
61 40 989 1 9 2 989 -822 -2051 
64 38 1021 -2 5 5 1006 -828 -2071 
53 32 1021 7 14 2 989 -839 -2071 
76 43 998 -2 9 1 989 -828 -2064 
102 39 1026 -6 2 0 989 -851 -2064 
95 43 1017 -14 -2 -4 995 -839 -2071 
92 37 1027 -7 0 -3 1000 -839 -2058 
87 38 1030 -5 1 -3 1000 -828 -2052 
79 30 1011 7 8 -2 1006 -839 -2064 
71 26 982 10 14 -3 1006 -834 -2064 
84 23 1027 -5 10 -1 995 -839 -2064 
67 14 1055 -13 9 1 1006 -857 -2064 
81 24 1015 3 4 0 1006 -845 -2071 
71 9 1015 5 0 2 1000 -839 -2077 
85 17 1034 -2 4 1 1000 -839 -2077 
90 18 1018 -4 4 0 995 -851 -2058 
99 17 1014 2 1 -1 1018 -839 -2071 
99 14 1019 1 3 -2 1018 -857 -2071 
103 22 998 -2 4 -2 1018 -845 -2097 
91 3 1023 -7 1 -4 1012 -839 -2064 
96 7 1027 -4 5 -5 1018 -845 -2090 
87 0 1028 3 9 -4 1006 -857 -2077 
90 7 1017 -1 7 -4 983 -851 -2077 
104 20 998 -1 6 -2 1029 -845 -2071 
92 4 1032 2 9 -3 1006 -851 -2103 
90 -2 1035 1 10 -6 1012 -857 -2091 
88 -2 1018 -3 2 -5 1018 -857 -2090 
101 1 1020 2 2 -3 1018 -863 -2085 
103 -1 1027 1 6 -4 1029 -863 -2083 
124 11 1009 -6 -2 -6 1018 -863 -2096 
111 -1 1020 -4 0 -10 1018 -851 -2064 
98 -8 1036 4 9 -14 1024 -880 -2090 
77 -15 1010 6 6 -16 1006 -886 -2071 
77 -22 1009 3 -3 -13 1000 -868 -2083 
74 -20 1013 -5 0 -10 1012 -874 -2103 
89 -14 1017 -2 8 -8 1012 -880 -2090 
92 -16 1022 2 4 -6 1006 -845 -2097 
118 -1 1009 -5 -1 -6 1012 -880 -2084 
119 -1 1019 -11 2 -6 1006 -868 -2083 
122 -7 1011 -11 3 -9 1012 -897 -2096 
149 2 1005 -14 3 -13 1018 -880 -2110 
161 -5 1021 -32 0 -17 1006 -909 -2109 
155 -11 1048 -61 1 -22 1012 -903 -2090 
142 -14 1062 -76 5 -24 995 -915 -2116 
122 1 951 -82 -13 -17 983 -932 -2110 
162 -4 1037 -188 -54 -4 1006 -967 -2135 
209 -3 950 -311 -118 32 983 -984 -2154 
485 19 941 -434 -219 102 966 -1042 -2193 
630 46 639 -633 -351 173 960 -1094 -2270 
822 127 485 -645 -448 221 972 -1140 -2316 
1045 127 68 -819 -574 230 989 -1158 -2387 
979 74 -41 -957 -698 190 995 -1181 -2483 
793 -125 -152 -773 -638 105 1012 -1192 -2587 
680 -329 -689 -658 -676 7 1035 -1192 -2619 
678 -380 -585 -770 -757 -44 1047 -1169 -2651 
422 -646 -1007 -644 -678 -145 1047 -1158 -2664 
231 -666 -1032 -368 -469 -224 1018 -1181 -2677 
194 -788 -804 -307 -338 -189 983 -1210 -2690 
189 -671 -906 -265 -270 -167 966 -1216 -2709 
-119 -909 -941 -69 -100 -81 948 -1233 -2722 
57 -801 -1365 99 116 20 937 -1233 -2716 
289 -643 -1044 308 363 187 948 -1233 -2709 
668 -321 -1085 607 686 209 972 -1221 -2664 
791 -270 -716 543 709 54 983 -1216 -2658 
881 -56 -379 740 795 -28 972 -1221 -2612 
907 64 -7 907 764 -82 960 -1239 -2516 
975 150 225 720 576 -199 954 -1233 -2438 
746 125 479 811 525 -250 908 -1204 -2341 
465 78 727 911 524 -241 914 -1123 -2206 
352 94 835 684 356 -189 931 -1036 -2141 
325 123 882 389 174 -122 943 -973 -2083 
266 128 954 290 138 -88 948 -920 -2070 
268 147 943 220 95 -78 960 -886 -2077 
207 159 980 140 50 -48 960 -868 -2051 
149 138 957 125 60 -56 966 -845 -2026 
163 150 895 80 9 -61 972 -839 -2032 
168 162 1044 -25 -64 -63 954 -828 -2025 
150 148 1020 -49 -46 -52 937 -851 -2025 
134 146 994 25 16 -16 914 -851 -2019 
122 156 1039 14 14 -1 931 -857 -2032 
130 165 992 -5 9 5 931 -863 -2025 
143 152 979 19 14 0 925 -845 -2038 
173 157 1009 -16 -2 -2 931 -857 -2032 
136 143 1005 -17 12 -5 948 -863 -2038 
154 147 970 11 14 -8 943 -868 -2038 
158 130 1009 -10 6 -8 931 -880 -2019 
134 121 1014 -13 14 -10 937 -874 -2032 
127 108 996 9 13 -8 943 -868 -2018 
161 133 998 0 12 -1 943 -863 -2038 
198 136 1017 -10 20 3 954 -886 -2031 
232 131 973 -3 13 -8 954 -880 -2058 
260 120 953 -1 15 -20 948 -874 -2045 
308 108 958 -11 45 -35 960 -880 -2045 
519 136 760 25 83 -59 948 -892 -2058 
564 69 848 18 103 -102 972 -892 -2090 
595 -41 834 -30 159 -177 977 -932 -2103 
322 -260 935 59 251 -251 989 -955 -2122 
205 -337 956 123 291 -308 972 -978 -2161 
-5 -427 1053 77 209 -297 977 -1007 -2174 
-149 -395 1033 -42 78 -273 948 -1071 -2174 
-259 -372 1351 -191 -41 -240 891 -1129 -2219 
-294 -400 1474 -293 -29 -167 862 -1187 -2245 
-276 -462 1634 -270 -76 -55 833 -1204 -2309 
-42 -553 1459 -291 -237 63 810 -1239 -2361 
289 -444 957 -367 -503 181 833 -1250 -2400 
509 -444 1064 -422 -700 244 833 -1262 -2432 
750 -431 81 -696 -883 246 873 -1256 -2496 
885 -355 -78 -960 -1101 183 919 -1239 -2580 
278 -563 -456 -1280 -1257 -5 954 -1233 -2677 
152 -788 -775 -1192 -1200 -179 1012 -1169 -2806 
256 -749 -991 -452 -725 -278 1012 -1163 -2793 
206 -710 -883 -335 -564 -272 1018 -1163 -2761 
83 -807 -990 -334 -453 -253 989 -1187 -2767 
-58 -891 -1355 -191 -316 -225 954 -1210 -2767 
-164 -942 -1275 33 -63 -98 925 -1250 -2761 
150 -669 -1268 215 253 110 937 -1250 -2729 
459 -456 -1137 354 432 210 948 -1227 -2716 
728 -286 -952 575 645 137 966 -1221 -2684 
853 -100 -520 686 772 32 966 -1239 -2677 
906 91 12 717 813 -63 937 -1244 -2599 
792 144 430 832 800 -177 914 -1256 -2490 
538 155 795 1069 714 -266 879 -1233 -2374 
558 197 865 867 458 -258 867 -1140 -2238 
425 240 861 520 190 -180 873 -1082 -2141 
318 200 1098 440 138 -113 856 -1019 -2090 
307 266 907 337 114 -60 856 -955 -2032 
386 311 777 75 30 -29 873 -926 -2000 
334 324 789 44 70 -21 896 -920 -2006 
319 264 950 10 -24 -27 891 -915 -2026 
460 399 938 -100 -20 -5 862 -926 -2033 
251 227 1064 -13 -35 -18 879 -920 -2038 
193 418 878 200 -32 -23 862 -926 -2012 
153 324 983 390 101 100 862 -811 -1968 
119 302 992 59 15 35 873 -793 -1967 
155 273 935 -60 -101 -21 891 -793 -1968 
182 359 1183 -40 -162 0 850 -782 -1941 
158 385 1044 -15 -90 25 815 -822 -1961 
1 269 1030 293 113 -5 821 -782 -1948 
-117 235 854 478 242 1 850 -689 -1909 
-136 185 769 455 290 65 914 -568 -1954 
-438 111 911 385 317 23 995 -458 -2019 
-436 189 842 180 80 -44 1041 -417 -2051 
-279 62 889 -114 -98 -131 1024 -417 -2032 
-333 -1 967 -96 14 -136 1024 -481 -2038 
-255 -21 759 63 19 -101 1047 -475 -2045 
-371 -2 1031 -42 -11 -113 1041 -533 -2058 
-148 39 939 -258 -102 -66 1018 -556 -2019 
-212 -127 924 -327 18 -92 1012 -620 -2032 
-85 33 1081 -55 26 -28 1018 -689 -2032 
-279 -224 1021 22 -22 117 1012 -677 -2019 
-216 77 814 93 167 150 1018 -637 -2025 
-175 -24 941 45 58 93 1058 -596 -2083 
-103 -24 1097 -83 23 -8 1064 -585 -2070 
-6 -36 970 -137 19 -55 1087 -625 -2077 
49 -98 1165 -118 8 -70 1099 -660 -2077 
218 -36 994 -88 -11 -48 1070 -706 -2089 
311 37 1108 -42 -2 -60 1081 -712 -2077 
505 10 944 -195 -31 -143 1053 -758 -2083 
492 -88 809 -238 20 -217 1047 -811 -2096 
645 -147 826 -263 98 -319 1041 -926 -2135 
205 -357 1209 -170 228 -424 1012 -1025 -2193 
255 -437 1084 -77 207 -466 954 -1123 -2238 
28 -416 1193 -176 53 -409 885 -1192 -2270 
87 -361 949 -211 11 -317 804 -1244 -2335 
-95 -384 1238 -156 -7 -182 729 -1285 -2374 
7 -375 966 -147 -67 -40 700 -1314 -2380 
271 -392 1248 -173 -191 139 723 -1308 -2432 
387 -291 1021 -408 -464 211 752 -1297 -2516 
909 -240 540 -531 -683 264 827 -1297 -2574 
1269 -209 195 -897 -941 204 902 -1273 -2670 
700 -463 -724 -864 -1141 2 966 -1216 -2735 
805 -221 -501 -874 -1185 -91 1024 -1187 -2748 
383 -693 -721 -909 -995 -145 1081 -1123 -2780 
465 -581 -786 -360 -706 -222 1087 -1140 -2716 
388 -665 -836 -193 -517 -169 1081 -1140 -2683 
362 -655 -848 -188 -458 -181 1047 -1169 -2625 
192 -774 -927 -196 -372 -155 995 -1192 -2606 
171 -860 -1196 -22 -206 -124 983 -1227 -2580 
237 -800 -1169 -3 0 -33 972 -1227 -2567 
403 -741 -1142 168 251 38 954 -1227 -2574 
746 -470 -893 469 570 55 983 -1210 -2561 
1037 -241 -787 492 648 12 1000 -1204 -2541 
1064 -59 -457 672 763 -159 995 -1210 -2503 
754 -45 73 968 915 -317 948 -1227 -2445 
612 69 453 1145 885 -393 925 -1192 -2329 
398 28 671 1031 683 -373 925 -1111 -2200 
219 15 1021 737 459 -333 919 -1025 -2129 
161 55 1020 412 233 -230 931 -961 -2083 
186 119 1011 185 48 -144 902 -938 -2077 
187 164 940 97 18 -89 914 -932 -2038 
167 170 934 78 28 -57 908 -938 -2045 
170 184 935 67 19 -39 908 -920 -2019 
194 215 969 32 2 -18 908 -909 -2045 
164 206 1038 14 13 -12 902 -903 -2032 
133 189 978 32 18 -16 902 -909 -2025 
133 187 1018 35 5 -8 914 -897 -1993 
169 205 1002 -2 2 0 902 -903 -2038 
126 173 986 4 8 3 914 -892 -2012 
143 174 983 21 8 1 902 -874 -2019 
124 187 986 33 25 3 914 -880 -2006 
141 163 1024 36 31 -1 919 -880 -2006 
155 172 1024 -25 -8 -2 919 -868 -2012 
170 188 996 -10 -3 0 925 -886 -2019 
123 149 973 29 8 -7 925 -880 -2019 
136 164 1002 7 -2 -14 908 -886 -2012 
145 155 968 -27 -6 -8 908 -886 -2032 
146 161 997 -15 1 -4 908 -892 -2032 
155 157 989 -15 15 -3 908 -886 -2012 
175 157 979 -11 13 -3 919 -892 -2038 
261 172 985 -6 13 -8 914 -880 -2038 
494 197 835 11 43 -20 919 -897 -2038 
645 182 746 61 140 -67 919 -886 -2045 
658 67 797 74 244 -171 960 -886 -2045 
286 -212 957 -6 251 -305 972 -932 -2096 
64 -328 1067 -35 216 -371 972 -996 -2129 
-233 -415 1131 -128 101 -334 919 -1065 -2161 
-277 -467 1374 -276 -36 -232 885 -1129 -2187 
-130 -397 1622 -348 -94 -90 850 -1187 -2270 
53 -396 1670 -339 -226 38 827 -1233 -2335 
513 -295 1275 -544 -671 214 815 -1273 -2374 
687 -144 53 -939 -1171 320 850 -1273 -2483 
576 -129 -303 -1285 -1356 235 896 -1279 -2613 
364 -381 -514 -1283 -1180 87 960 -1198 -2748 
443 -484 -1055 -801 -867 -89 1070 -1140 -2800 
360 -547 -701 -379 -559 -174 1070 -1106 -2780 
294 -682 -1029 -458 -483 -227 1076 -1123 -2773 
198 -703 -871 -375 -446 -258 1064 -1135 -2761 
77 -717 -931 -299 -321 -244 1035 -1163 -2767 
-52 -802 -1166 -188 -216 -176 1024 -1181 -2786 
-115 -763 -1158 37 1 -51 989 -1204 -2773 
67 -697 -1196 248 218 73 995 -1192 -2747 
515 -374 -987 462 451 196 1000 -1192 -2722 
733 -216 -947 621 627 139 1018 -1210 -2696 
976 -45 -434 881 839 -25 989 -1204 -2645 
779 78 99 1121 1008 -119 966 -1239 -2541 
828 97 445 1212 945 -252 937 -1210 -2419 
429 -33 924 1247 788 -329 919 -1158 -2270 
232 -76 854 993 521 -328 948 -1019 -2135 
222 71 1093 361 133 -224 954 -961 -2102 
170 97 963 109 23 -134 937 -949 -2083 
178 136 899 171 49 -84 925 -932 -2051 
191 178 988 103 27 -49 914 -926 -2038 
148 140 982 0 2 -33 931 -920 -2051 
179 149 983 7 1 -20 908 -938 -2032 
149 162 1030 25 -1 -10 919 -932 -2032 
144 163 982 27 3 -8 902 -920 -2038 
122 143 1008 7 -4 -1 902 -920 -2045 
149 163 985 -9 -12 4 919 -915 -2032 
151 155 994 -26 -23 12 908 -909 -2045 
181 181 1000 -16 -14 13 896 -920 -2045 
184 171 975 -13 -7 12 902 -926 -2032 
195 181 987 1 -12 6 902 -926 -2038 
199 181 984 -5 -7 4 908 -938 -2038 
185 177 991 4 0 0 908 -932 -2025 
187 180 979 5 -3 -4 902 -926 -2038 
180 171 995 -4 -4 -5 896 -915 -2044 
167 180 987 -7 1 -3 891 -926 -2038 
169 176 969 2 -3 -2 891 -938 -2019 
177 183 976 4 -3 -1 908 -915 -2051 
164 164 999 1 11 -2 891 -926 -2038 
167 154 993 10 14 -2 902 -926 -2038 
207 173 962 12 13 -1 902 -932 -2051 
348 177 908 14 18 -5 902 -915 -2031 
487 171 806 59 91 -33 919 -915 -2019 
578 88 775 166 280 -96 937 -897 -2058 
340 -132 883 213 382 -187 983 -909 -2083 
41 -323 790 193 375 -271 1035 -892 -2109 
-229 -491 1260 34 286 -314 1053 -926 -2154 
-399 -642 1425 -273 18 -289 1012 -1001 -2174 
-404 -599 1513 -400 -248 -180 960 -1117 -2245 
-101 -487 1607 -514 -410 -24 919 -1163 -2283 
850 -182 916 -783 -720 161 891 -1210 -2335 
1060 70 828 -1556 -1254 119 879 -1262 -2496 
-48 -631 34 -2002 -1672 -356 873 -1262 -2832 
187 -460 -1077 -1288 -1462 -440 977 -1123 -2948 
315 -394 -926 -102 -401 -288 1000 -1111 -2928 
40 -632 -761 -234 -443 -265 1029 -1140 -2890 
213 -604 -955 -174 -425 -233 995 -1135 -2864 
175 -586 -1039 -148 -408 -227 983 -1163 -2832 
54 -665 -1143 -128 -334 -205 1000 -1175 -2819 
19 -716 -1102 -116 -244 -192 977 -1204 -2806 
-133 -827 -1343 -72 -90 -108 954 -1221 -2787 
86 -769 -1265 294 338 94 948 -1216 -2787 
623 -244 -1133 773 841 240 937 -1239 -2703 
855 -173 -907 845 1051 2 919 -1256 -2683 
748 -26 92 985 1150 -131 902 -1291 -2574 
487 -19 622 1071 1126 -207 862 -1268 -2445 
469 38 850 1133 893 -296 850 -1210 -2283 
63 -93 944 989 578 -260 867 -1094 -2129 
82 36 1195 467 276 -213 896 -1001 -2090 
174 119 1009 172 78 -90 896 -978 -2051 
154 181 915 179 31 -33 891 -944 -2038 
187 200 912 116 30 -11 891 -926 -2025 
180 221 952 53 15 7 896 -903 -2045 
118 184 1006 52 16 5 896 -892 -2025 
78 150 979 48 10 -1 902 -886 -2032 
74 137 1046 -6 -7 3 896 -880 -2000 
116 169 1004 -27 14 14 919 -868 -2019 
100 161 981 -4 20 13 919 -880 -2019 
120 160 998 -31 -9 0 908 -892 -2019 
128 150 1010 -47 -3 1 925 -897 -2025 
137 137 989 -6 15 -6 914 -892 -2025 
141 138 978 0 12 -7 931 -903 -2038 
153 140 1034 -23 6 -4 914 -909 -2032 
159 142 1010 -16 12 -3 914 -909 -2051 
153 138 972 3 12 0 908 -915 -2051 
155 138 1012 -9 5 -1 925 -915 -2051 
186 138 1024 -17 10 0 914 -926 -2038 
169 136 1008 -5 10 3 919 -932 -2025 
175 136 995 8 12 0 925 -909 -2057 
178 124 996 5 7 0 919 -920 -2051 
177 124 990 12 19 0 937 -915 -2050 
206 94 973 22 45 -2 937 -909 -2064 
302 85 940 -5 38 -7 948 -915 -2051 
487 61 891 11 79 -5 937 -915 -2077 
520 28 884 64 215 -18 983 -897 -2077 
728 -27 926 119 308 -59 1024 -903 -2128 
674 -164 991 80 236 -164 1053 -915 -2141 
508 -339 793 124 203 -261 1064 -932 -2174 
27 -511 990 95 129 -324 1047 -961 -2193 
-248 -616 803 -55 72 -353 1000 -1036 -2193 
-391 -634 923 -43 109 -336 954 -1082 -2225 
-478 -692 1336 -136 82 -265 919 -1146 -2251 
-441 -829 1668 -321 -58 -177 850 -1216 -2296 
-332 -745 1444 -280 -182 1 844 -1268 -2373 
52 -513 1166 -321 -382 181 856 -1268 -2386 
433 -412 1029 -725 -675 223 873 -1268 -2483 
451 -506 110 -770 -795 186 908 -1262 -2567 
998 -380 247 -835 -936 177 972 -1227 -2632 
755 -512 -726 -995 -1015 86 1018 -1181 -2703 
749 -408 -247 -918 -985 -11 1081 -1140 -2722 
379 -808 -889 -945 -949 -88 1128 -1088 -2747 
174 -918 -477 -721 -866 -166 1145 -1088 -2703 
158 -964 -851 -618 -649 -220 1128 -1094 -2664 
-143 -1106 -858 -462 -513 -336 1099 -1123 -2638 
-78 -1037 -909 -305 -310 -271 1035 -1158 -2664 
-151 -1054 -1106 -73 -103 -142 1006 -1204 -2677 
112 -792 -1095 147 179 68 1000 -1227 -2664 
338 -636 -1106 279 429 174 1012 -1198 -2670 
735 -358 -1030 597 664 158 1035 -1187 -2669 
808 -257 -670 895 831 18 1029 -1175 -2625 
949 -26 -244 1069 945 -159 1000 -1210 -2561 
787 -31 306 1215 926 -250 977 -1181 -2418 
533 -11 690 1127 768 -343 954 -1146 -2309 
342 -6 903 952 510 -320 943 -1077 -2212 
54 -60 773 674 259 -257 960 -984 -2129 
233 92 1054 257 95 -165 954 -938 -2089 
303 157 946 72 8 -67 943 -932 -2077 
219 168 929 171 40 -41 925 -938 -2064 
197 148 946 176 70 -35 948 -886 -2044 
227 193 1008 60 12 -17 931 -874 -2038 
200 171 1031 23 12 -17 931 -880 -2058 
141 139 1068 42 18 -27 954 -880 -2038 
117 137 1012 45 4 -28 954 -857 -2025 
115 142 1030 42 -3 -12 937 -851 -2051 
137 158 1018 3 -8 -6 937 -851 -2025 
132 163 998 -3 -20 -2 948 -845 -2038 
141 164 976 7 -18 -3 943 -857 -2031 
109 150 988 7 -13 -2 931 -851 -2019 
120 155 978 -2 -18 4 931 -845 -2012 
109 159 989 -15 -16 5 925 -851 -2006 
153 172 988 2 -9 9 914 -863 -2006 
115 153 1004 7 1 6 925 -839 -2012 
154 181 990 12 12 2 925 -851 -2019 
141 167 999 3 5 5 919 -834 -2025 
126 167 1005 6 5 3 919 -851 -2012 
127 170 1017 16 13 3 943 -845 -2019 
114 167 991 14 11 0 937 -839 -2012 
105 161 1035 12 5 0 925 -845 -2044 
130 168 992 4 -1 0 937 -834 -2025 
121 173 1003 3 -10 2 925 -828 -2012 
114 178 978 5 3 -2 919 -834 -2006 
117 177 1004 10 0 -3 925 -828 -2000 
109 163 999 -8 -6 -5 925 -834 -2025 
101 167 1006 -5 -3 -8 925 -822 -2006 
91 160 1010 4 3 -8 925 -845 -2025 
96 153 990 6 3 -4 908 -839 -2012 
103 158 1002 -1 -4 3 925 -845 -2012 
103 167 992 -4 -5 1 914 -834 -2012 
110 166 1008 -1 -3 1 943 -839 -2018 
115 182 1006 1 -7 2 931 -839 -2018 
90 167 1002 12 -9 0 931 -839 -2031 
108 176 993 -5 -9 -1 902 -845 -2006 
104 174 1005 -20 -3 0 919 -834 -2005 
123 179 993 0 3 -1 908 -851 -2006 
125 179 981 3 1 0 914 -822 -2025 
126 180 1003 -2 0 -1 919 -839 -2019 
114 171 994 -2 2 -4 925 -857 -2025 
126 176 979 0 1 -2 931 -839 -2018 
111 166 1017 1 5 -4 931 -851 -2006 
112 167 987 3 4 -5 925 -857 -2025 
118 171 989 8 -1 -1 919 -839 -2012 
146 147 912 2 1 -2 937 -828 -2018 
269 143 901 -31 9 -4 919 -857 -2038 
482 203 897 -28 62 -15 931 -851 -2025 
606 186 699 62 153 -69 948 -845 -2057 
545 17 825 122 279 -175 989 -868 -2057 
166 -244 972 138 373 -290 1012 -868 -2102 
14 -350 972 18 290 -324 1047 -903 -2134 
-153 -465 1204 -271 61 -268 1024 -1001 -2174 
-386 -555 1896 -374 0 -183 983 -1082 -2251 
-226 -451 1684 -325 -101 -56 977 -1123 -2315 
256 -220 1392 -537 -463 105 948 -1192 -2341 
87 -400 1415 -569 -630 146 954 -1210 -2399 
678 -330 -60 -686 -929 134 937 -1210 -2431 
923 -75 191 -1106 -1273 191 914 -1233 -2508 
241 -683 -767 -1053 -1129 120 972 -1233 -2618 
797 -231 -536 -884 -1099 -17 983 -1233 -2651 
398 -793 -602 -608 -731 -88 1000 -1181 -2721 
470 -641 -883 -492 -685 -179 1000 -1198 -2715 
265 -698 -883 -419 -518 -222 983 -1210 -2716 
102 -839 -920 -300 -390 -216 971 -1221 -2715 
-101 -960 -917 -259 -248 -219 931 -1244 -2760 
-108 -898 -1050 -61 -43 -97 891 -1256 -2786 
-27 -895 -1155 126 191 68 896 -1268 -2773 
508 -476 -1114 292 438 252 896 -1256 -2747 
607 -392 -1135 489 622 217 954 -1233 -2728 
748 -220 -699 771 872 32 937 -1250 -2689 
793 15 -110 953 1028 -63 896 -1262 -2599 
725 88 314 1002 979 -181 873 -1244 -2457 
708 177 511 1007 773 -272 862 -1198 -2322 
370 91 703 932 558 -275 856 -1117 -2219 
254 118 1063 631 371 -262 879 -1042 -2096 
340 235 984 292 192 -162 885 -984 -2089 
230 203 924 253 116 -97 908 -938 -2038 
257 231 992 189 95 -72 919 -920 -2037 
255 245 994 70 46 -36 908 -897 -2044 
167 200 964 86 48 -33 931 -903 -2025 
141 179 978 108 55 -34 931 -880 -2031 
185 196 1005 37 19 -18 931 -874 -2057 
134 168 998 24 12 -13 919 -857 -2038 
107 153 1025 66 34 -17 925 -857 -2018 
88 141 1054 38 22 -14 943 -851 -2012 
74 142 1022 24 10 -11 931 -851 -2019 
93 152 997 24 3 -7 925 -822 -2025 
110 158 980 2 -4 -3 931 -828 -2012 
119 167 970 -13 -9 -5 948 -834 -2032 
124 170 988 -8 -4 -7 931 -839 -2005 
102 153 993 8 11 -10 914 -851 -2018 
97 154 1010 -2 6 -8 919 -857 -2018 
78 141 1006 -9 1 -4 919 -834 -2038 
86 147 1007 5 8 -2 925 -834 -2031 
99 150 997 -3 -1 2 931 -851 -2012 
95 142 975 3 1 1 937 -857 -2012 
82 132 1018 11 9 3 937 -857 -2000 
85 135 1024 6 14 3 925 -845 -2031 
92 143 976 9 9 1 943 -828 -2025 
88 133 1045 5 5 -1 931 -851 -2006 
83 136 1010 9 3 -3 937 -845 -2005 
88 136 992 1 -1 -2 937 -868 -2044 
99 135 1001 -13 -3 -1 937 -839 -2012 
90 125 1013 -22 -3 -7 943 -839 -2031 
70 127 1013 11 6 -6 943 -857 -2025 
86 127 1001 11 4 -3 948 -845 -2012 
88 123 1016 -4 0 -1 931 -857 -2025 
77 124 1002 11 4 -2 960 -839 -2018 
86 128 1008 7 1 -2 948 -845 -2031 
78 122 1007 4 0 -2 931 -845 -2038 
79 123 1001 7 3 -2 954 -857 -2031 
88 127 995 0 3 1 943 -839 -2031 
89 130 1006 -3 1 1 948 -845 -2044 
79 121 1034 2 5 0 937 -851 -2031 
74 118 1028 1 3 -3 943 -839 -2051 
82 125 1027 -5 2 -3 943 -839 -2031 
84 123 999 -4 3 -5 943 -857 -2037 
79 119 1019 -3 1 -6 943 -851 -2018 
78 112 1029 3 2 -6 948 -857 -2038 
68 111 997 5 1 -5 943 -857 -2025 
69 112 998 5 0 -4 937 -851 -2031 
73 109 1004 4 4 -2 943 -839 -2044 
71 114 1001 8 5 -1 943 -839 -2025 
86 110 1004 5 5 -1 966 -851 -2018 
79 100 1012 1 8 -2 943 -839 -2031 
103 100 963 6 8 -3 948 -851 -2025 
146 105 973 3 11 -5 937 -828 -2018 
241 150 936 9 27 -11 943 -845 -2025 
251 134 875 58 72 -28 954 -851 -2037 
157 76 884 163 161 -79 966 -811 -2038 
196 -29 892 119 193 -138 1006 -811 -2064 
95 -157 1075 -134 138 -206 1012 -839 -2095 
-46 -263 1184 -262 111 -215 1006 -926 -2128 
102 -232 1352 -321 20 -144 1000 -996 -2179 
90 -239 1463 -499 -184 -61 983 -1082 -2250 
183 -201 1319 -523 -313 -15 937 -1129 -2303 
343 -241 1000 -493 -416 49 937 -1198 -2361 
687 -69 837 -646 -713 132 908 -1233 -2412 
579 -181 -133 -641 -890 220 908 -1233 -2464 
844 -100 -362 -757 -979 225 937 -1244 -2508 
703 -322 -807 -934 -1016 199 960 -1216 -2580 
867 -204 -658 -908 -987 73 1000 -1192 -2618 
279 -716 -1046 -547 -674 -116 1029 -1192 -2638 
800 -407 -900 -537 -673 -243 1000 -1210 -2631 
140 -845 -650 -525 -466 -222 971 -1227 -2715 
79 -747 -1063 -245 -247 -229 919 -1244 -2747 
-211 -937 -1045 -165 -122 -168 879 -1262 -2747 
29 -795 -1099 126 223 43 867 -1273 -2760 
