ax   ay   az   gx   gy   gz   mx   my   mz
time 8:53:21	mag_center= 610 180 400		radii = 1.000000 1.000000 1.000000		fitacry = 0.000000 0.000000
1185 -464 -370 26 -618 423 1034 -1081 -2202 
1341 -97 -244 46 -482 465 1091 -971 -2107 
1268 52 -284 154 -311 475 1109 -856 -2063 
1507 -27 -217 272 -106 371 1120 -717 -1998 
1821 298 136 122 -4 266 1144 -607 -1992 
1778 247 235 22 67 100 1144 -567 -1986 
1631 -174 335 198 251 -160 1172 -549 -2004 
1578 -316 368 320 372 -351 1219 -601 -2081 
1559 -449 189 373 357 -508 1224 -659 -2145 
1476 -723 5 465 399 -667 1213 -780 -2215 
1367 -915 -120 534 490 -780 1167 -919 -2221 
1234 -1036 -194 546 519 -810 1057 -1064 -2241 
1199 -1110 -183 494 475 -776 907 -1156 -2177 
1213 -1187 -267 415 424 -717 774 -1197 -2126 
1013 -1478 -329 373 426 -674 629 -1214 -2062 
766 -1573 -138 349 508 -620 520 -1191 -1986 
731 -1257 -42 196 326 -522 444 -1162 -1921 
722 -1130 115 22 93 -464 346 -1116 -1915 
573 -1274 292 -27 178 -394 259 -1098 -1909 
456 -1387 437 -29 265 -316 242 -1081 -1877 
290 -1726 721 -79 166 -359 190 -1052 -1883 
121 -1883 913 -90 183 -284 138 -1023 -1897 
364 -1587 880 -77 91 -27 138 -1006 -1903 
482 -1626 788 -85 -93 155 150 -1046 -1903 
724 -1484 629 -155 -267 200 173 -1110 -1947 
871 -1287 513 -214 -553 191 150 -1156 -2037 
1095 -1109 412 -152 -663 280 156 -1185 -2133 
1159 -1113 354 -92 -635 374 219 -1260 -2228 
1148 -1197 271 -39 -605 353 283 -1289 -2279 
1352 -929 196 -21 -658 385 369 -1312 -2330 
1265 -542 185 -13 -766 420 479 -1306 -2324 
1254 -204 199 22 -780 301 577 -1318 -2292 
1225 239 201 77 -754 215 618 -1289 -2273 
882 360 173 266 -549 122 623 -1266 -2209 
772 521 251 337 -222 69 635 -1231 -2100 
674 721 408 232 -218 46 629 -1173 -2036 
496 417 471 211 -131 -21 589 -1168 -1972 
397 476 526 208 -1 -34 589 -1116 -1934 
354 486 670 146 -42 -17 571 -1081 -1883 
263 512 712 91 -44 -20 560 -1069 -1877 
170 488 756 98 24 -3 548 -1064 -1877 
167 449 810 54 0 -22 543 -1046 -1838 
157 536 793 11 -23 -12 554 -1035 -1832 
165 536 813 7 7 8 560 -1023 -1838 
174 516 880 -8 0 -12 531 -1029 -1858 
169 504 891 -8 4 -6 531 -1017 -1851 
189 528 915 -8 20 9 548 -1017 -1864 
142 450 890 -9 -2 -28 548 -1040 -1838 
171 463 915 -2 5 -24 554 -1029 -1851 
170 467 884 -12 -7 -1 519 -1046 -1864 
134 473 840 -6 -5 -15 537 -1040 -1870 
189 525 881 3 17 -5 525 -1046 -1832 
268 513 961 -14 31 -6 531 -1023 -1858 
278 499 978 -17 13 -30 525 -1052 -1877 
248 452 930 -12 22 -38 531 -1035 -1883 
181 459 830 -24 -12 -58 525 -1052 -1877 
125 406 795 -20 -14 -64 514 -1064 -1877 
91 396 793 -6 15 -66 496 -1052 -1883 
87 385 852 -25 6 -70 485 -1069 -1871 
71 362 912 -21 35 -60 473 -1081 -1896 
77 407 927 -10 54 -45 462 -1075 -1896 
86 387 957 -20 31 -35 473 -1075 -1877 
85 361 977 -19 33 -28 479 -1075 -1909 
97 413 953 -19 2 -15 456 -1087 -1902 
113 419 937 -10 -6 1 462 -1098 -1909 
161 456 952 -6 1 2 473 -1098 -1921 
175 458 921 -4 -13 -3 456 -1075 -1896 
200 520 897 1 -27 -14 467 -1092 -1896 
215 593 901 -7 -39 -23 450 -1069 -1909 
185 547 866 -1 -19 -38 456 -1075 -1915 
170 446 917 -3 -6 -56 427 -1081 -1915 
133 392 896 -13 -4 -58 421 -1104 -1902 
143 453 863 -17 -22 -53 410 -1092 -1921 
76 378 815 -4 11 -39 398 -1092 -1928 
59 359 820 19 74 -34 404 -1087 -1921 
71 408 824 2 58 -35 387 -1075 -1909 
78 371 906 -4 58 -40 392 -1087 -1934 
148 478 987 -13 59 -37 392 -1081 -1909 
115 509 985 -16 41 -39 404 -1087 -1921 
107 548 933 5 77 -61 392 -1087 -1927 
166 785 837 11 82 -84 387 -1092 -1902 
158 635 770 84 225 -121 398 -1081 -1903 
145 -162 809 164 494 -179 427 -1046 -1864 
-279 -1149 887 217 700 -260 508 -1000 -1838 
-266 -929 807 193 466 -131 595 -971 -1819 
-324 -834 807 84 82 1 641 -936 -1819 
-188 -394 887 -51 -81 25 641 -919 -1800 
-120 -185 956 -111 -157 66 629 -948 -1806 
-78 -252 994 -97 -135 50 595 -971 -1832 
-193 -599 894 -54 -110 31 577 -977 -1819 
-61 -488 991 -90 -214 3 554 -1012 -1838 
-3 -165 883 -150 -387 72 508 -1017 -1870 
78 193 759 -132 -405 150 450 -1052 -1909 
212 485 795 -143 -362 179 415 -1092 -1902 
327 767 791 -134 -330 156 404 -1104 -1947 
133 505 856 -9 -126 120 387 -1127 -1960 
278 495 952 86 108 106 421 -1121 -1960 
401 539 1097 -24 37 116 467 -1133 -1960 
289 354 1041 -29 -16 68 485 -1127 -1972 
244 432 936 46 38 64 502 -1121 -1960 
305 465 871 17 -28 68 508 -1116 -1966 
time 9:02:15	strokes=44	laps=2	style=2
180 313 883 13 52 27 519 -1098 -1953 
124 207 882 28 98 41 537 -1110 -1947 
224 377 919 2 51 58 589 -1098 -1915 
253 282 944 26 32 58 600 -1098 -1902 
231 266 965 47 50 45 600 -1075 -1889 
172 147 989 36 96 54 612 -1075 -1870 
169 184 998 67 134 89 658 -1064 -1896 
135 141 997 72 82 118 699 -1046 -1877 
90 -31 994 20 30 58 727 -1029 -1858 
120 120 1039 1 8 70 739 -1029 -1845 
148 222 952 -20 3 80 774 -994 -1814 
169 105 1031 11 36 -9 820 -960 -1813 
138 131 986 3 49 -2 860 -948 -1794 
164 63 945 -16 11 5 855 -948 -1800 
136 216 900 -31 37 4 849 -989 -1826 
192 167 900 -43 14 26 855 -977 -1826 
208 -189 1003 -120 94 20 866 -1006 -1896 
305 -499 1030 -225 90 68 860 -1029 -1966 
244 -80 869 -296 -156 193 907 -1035 -1985 
381 -100 920 -305 -183 306 918 -1052 -2030 
368 -175 869 -318 -134 291 982 -1029 -2081 
472 -349 865 -282 -175 248 1005 -1029 -2145 
727 -191 763 -206 -143 413 1091 -988 -2158 
999 70 705 -159 -168 510 1126 -896 -2158 
1258 -96 550 -78 -118 408 1190 -798 -2151 
1625 387 508 62 -18 347 1224 -723 -2133 
1553 173 449 148 -3 194 1253 -630 -2139 
1407 -150 380 296 171 -97 1265 -613 -2145 
1391 -356 280 298 237 -329 1271 -642 -2164 
1379 -686 174 255 256 -513 1230 -752 -2202 
1224 -915 138 306 365 -580 1207 -867 -2221 
1235 -926 100 355 450 -519 1115 -965 -2253 
1012 -1033 -45 374 426 -541 1051 -1052 -2247 
1024 -886 88 348 428 -533 918 -1139 -2234 
1029 -785 89 335 395 -477 831 -1179 -2209 
1138 -873 220 397 426 -510 722 -1191 -2126 
1398 -983 81 347 371 -612 595 -1202 -2068 
1119 -1475 -193 461 451 -674 456 -1173 -1960 
746 -1559 -497 506 418 -661 363 -1052 -1819 
507 -1924 -59 362 352 -644 283 -919 -1730 
58 -1758 226 178 410 -557 265 -804 -1692 
302 -816 127 180 301 -188 323 -711 -1640 
137 -1608 172 134 105 -94 335 -665 -1640 
-53 -2294 441 36 215 -255 381 -642 -1634 
70 -1820 271 -53 -43 -110 375 -624 -1621 
336 -1527 336 -72 -245 206 329 -659 -1647 
535 -1572 348 -153 -211 355 317 -723 -1640 
705 -1633 135 -246 -375 371 306 -786 -1672 
1095 -1298 33 -344 -753 416 231 -902 -1755 
1254 -1241 -71 -379 -920 537 196 -1029 -1902 
1349 -1171 -202 -375 -1001 515 196 -1156 -2094 
1517 -1095 -205 -331 -991 505 259 -1248 -2253 
1327 -942 -274 -233 -854 611 427 -1277 -2368 
1194 -1000 -251 -132 -735 579 612 -1277 -2388 
1180 -831 -308 -158 -695 537 774 -1231 -2387 
1209 -752 -289 -183 -738 554 924 -1179 -2356 
1163 -643 -279 -129 -623 580 1063 -1069 -2298 
1217 -531 -350 -96 -529 574 1138 -942 -2215 
1393 -249 -421 -75 -459 542 1195 -815 -2132 
1523 -279 -391 -26 -357 465 1213 -694 -2049 
1951 -84 -274 13 -187 387 1201 -590 -1998 
1993 261 -149 41 -109 236 1190 -509 -1966 
1672 -211 -223 206 89 -95 1178 -480 -1992 
1553 -447 -97 394 349 -370 1195 -486 -2030 
1686 -554 13 434 413 -509 1247 -561 -2100 
1524 -961 -234 568 475 -677 1253 -682 -2170 
1547 -1161 -211 695 570 -805 1201 -832 -2215 
1487 -1240 -314 687 571 -848 1115 -977 -2228 
1435 -1324 -289 696 569 -832 970 -1116 -2151 
1401 -1166 -312 695 549 -738 814 -1144 -2062 
1333 -1259 -354 692 469 -692 675 -1144 -1934 
972 -1295 -524 745 555 -605 612 -1052 -1813 
602 -1283 -700 628 348 -577 589 -936 -1717 
874 -1499 -43 325 160 -552 537 -821 -1660 
424 -2359 297 27 80 -615 462 -798 -1653 
-454 -2294 116 108 68 -558 427 -769 -1634 
-44 -1527 708 -26 -248 -248 335 -734 -1628 
-263 -2102 670 -32 -54 43 271 -757 -1666 
-65 -2075 644 24 15 85 306 -734 -1647 
431 -1581 579 -106 -400 205 254 -769 -1685 
755 -1597 682 -114 -472 419 207 -838 -1710 
1000 -1370 699 -57 -457 450 196 -913 -1755 
1209 -801 694 -49 -594 499 161 -977 -1825 
1031 -602 663 18 -602 526 184 -1052 -1883 
925 -305 478 66 -617 406 196 -1081 -1934 
961 359 424 93 -748 361 184 -1127 -1998 
762 509 376 200 -577 343 202 -1145 -2030 
731 662 351 210 -459 182 207 -1127 -2011 
619 837 208 196 -439 67 173 -1139 -2030 
328 700 166 346 -77 97 167 -1116 -1991 
203 599 379 311 89 52 179 -1064 -1915 
188 732 553 134 40 64 207 -1023 -1870 
109 528 697 88 73 99 231 -1017 -1845 
53 608 758 89 67 52 259 -1000 -1838 
-265 850 936 8 -25 47 271 -988 -1831 
242 637 942 -34 8 51 283 -1000 -1858 
-3 687 747 -31 -53 17 283 -1000 -1864 
-65 490 842 41 0 -29 271 -1000 -1864 
-71 554 795 56 82 -25 283 -994 -1845 
-140 386 841 58 81 -35 283 -983 -1825 
-76 516 881 30 52 -36 306 -971 -1812 
-107 459 862 -7 -20 -28 288 -977 -1813 
-109 447 864 11 13 -19 283 -977 -1819 
-82 484 876 -9 -5 -8 294 -954 -1819 
-113 490 865 -31 -25 -2 283 -965 -1826 
-89 511 901 -40 -41 -3 277 -977 -1819 
-44 537 919 -55 -66 -14 271 -988 -1838 
-91 539 851 -12 -21 -4 254 -994 -1864 
-79 540 861 8 4 -1 248 -994 -1858 
-105 486 847 1 1 -12 242 -1012 -1851 
-115 463 825 23 34 3 248 -994 -1857 
-72 523 863 2 4 10 259 -988 -1832 
-51 486 863 -18 -23 5 248 -994 -1858 
-16 531 853 -7 -9 14 254 -994 -1857 
3 545 871 -25 -25 12 265 -1023 -1838 
40 544 847 -35 -37 0 248 -994 -1870 
56 602 813 -53 -65 4 248 -1029 -1883 
72 617 771 -76 -80 1 236 -1035 -1909 
95 629 709 -77 -72 -10 213 -1046 -1921 
44 616 637 -66 -42 -9 202 -1052 -1947 
-27 587 598 -56 16 -1 202 -1046 -1947 
-131 383 648 -76 62 9 219 -1081 -1953 
-142 -17 812 -121 103 47 242 -1092 -1966 
45 202 780 -263 -15 147 271 -1121 -2030 
186 -173 904 -329 -199 287 283 -1179 -2107 
667 -425 996 -298 -56 565 415 -1225 -2164 
971 -435 891 -300 -120 813 595 -1243 -2253 
1288 -567 665 -190 -251 853 803 -1214 -2279 
1544 -429 442 -13 -257 921 1011 -1098 -2285 
1658 -60 397 81 -286 906 1172 -913 -2228 
1674 -295 161 134 -245 709 1230 -694 -2183 
1923 -319 144 129 -112 455 1265 -544 -2158 
2022 -142 218 66 -68 293 1230 -440 -2113 
1826 -161 298 164 9 80 1224 -382 -2125 
1651 -613 185 339 155 -275 1247 -376 -2158 
1557 -910 44 554 268 -569 1276 -457 -2221 
1597 -1095 -110 689 277 -762 1282 -596 -2266 
1535 -1426 -261 775 309 -935 1219 -775 -2240 
1468 -1420 -220 840 374 -976 1120 -977 -2196 
1429 -1447 -270 800 333 -898 982 -1081 -2100 
1266 -1455 -313 725 324 -804 808 -1098 -1966 
1007 -1384 -441 639 281 -731 699 -1052 -1845 
837 -1315 -288 501 216 -673 589 -971 -1755 
887 -1303 -25 274 170 -597 508 -931 -1704 
632 -1533 -42 160 144 -543 456 -879 -1679 
322 -1773 12 126 85 -532 387 -815 -1692 
-64 -2004 338 64 90 -455 335 -775 -1647 
-199 -1724 326 28 70 -310 335 -740 -1672 
-207 -1918 547 -28 -19 -122 306 -734 -1666 
-81 -1818 587 -46 84 17 306 -711 -1666 
163 -1544 513 -104 -115 112 306 -746 -1665 
304 -1617 480 -101 -142 268 294 -798 -1685 
518 -1696 324 -142 -161 359 346 -850 -1698 
876 -1515 160 -299 -505 381 300 -931 -1755 
1075 -1609 -31 -355 -710 481 283 -1035 -1832 
1436 -1539 -29 -326 -679 602 294 -1144 -1953 
1383 -1170 -240 -382 -798 708 369 -1231 -2081 
1181 -1341 -296 -343 -853 644 479 -1277 -2177 
1257 -1103 -440 -293 -718 649 618 -1277 -2240 
1117 -852 -410 -340 -787 727 791 -1248 -2291 
1141 -945 -476 -331 -711 689 953 -1162 -2259 
1272 -555 -523 -379 -671 671 1074 -1064 -2208 
1528 -542 -562 -388 -656 644 1126 -931 -2183 
1732 -120 -603 -294 -539 585 1161 -809 -2087 
2267 -38 -659 -106 -382 501 1155 -705 -2004 
2214 328 -420 79 -152 326 1143 -613 -1979 
1854 -120 -389 323 125 -42 1149 -544 -1979 
1710 -428 -312 516 355 -386 1184 -526 -2024 
1625 -720 -206 532 455 -587 1230 -596 -2094 
1662 -1003 -240 567 512 -763 1224 -711 -2190 
1543 -1286 -403 671 558 -903 1161 -884 -2190 
1489 -1359 -398 718 619 -899 1063 -1058 -2183 
1414 -1371 -494 687 576 -851 907 -1144 -2145 
1145 -1474 -549 718 578 -792 739 -1173 -2030 
1060 -1393 -352 711 614 -677 664 -1121 -1889 
981 -1283 -454 519 362 -649 600 -1046 -1794 
700 -1594 -477 424 284 -642 531 -977 -1743 
692 -1778 19 224 239 -657 462 -884 -1704 
353 -1948 377 -9 93 -598 398 -884 -1679 
-23 -1843 310 -29 18 -480 317 -850 -1698 
136 -1672 624 -5 17 -210 288 -832 -1711 
87 -1731 710 -62 40 -32 277 -827 -1698 
117 -1777 623 -34 6 29 265 -850 -1704 
354 -1567 561 -51 -113 168 294 -867 -1692 
485 -1512 427 -120 -278 307 277 -902 -1723 
652 -1526 354 -167 -383 371 265 -942 -1781 
893 -1418 198 -250 -536 458 254 -1035 -1858 
898 -1345 -76 -277 -648 544 277 -1144 -1940 
942 -1443 -217 -269 -672 530 352 -1208 -2011 
1107 -1274 -287 -336 -691 568 410 -1254 -2132 
1103 -1233 -284 -413 -742 613 548 -1289 -2221 
1172 -1013 -394 -433 -761 619 687 -1283 -2311 
1175 -878 -404 -431 -809 645 843 -1231 -2343 
1230 -801 -408 -409 -759 647 982 -1133 -2362 
1325 -534 -444 -381 -682 636 1126 -1012 -2291 
1351 -331 -441 -323 -605 609 1178 -873 -2215 
1485 -401 -598 -187 -417 506 1184 -752 -2157 
1907 -112 -600 -92 -279 423 1213 -648 -2081 
1979 196 -367 -57 -191 275 1190 -561 -2030 
1679 -208 -403 201 73 -47 1178 -538 -2036 
1540 -503 -282 474 336 -333 1207 -532 -2075 
1513 -651 -284 527 432 -486 1230 -584 -2164 
1497 -963 -294 551 465 -640 1247 -705 -2202 
1549 -1161 -332 603 558 -755 1201 -856 -2266 
1573 -1334 -530 693 607 -811 1115 -1023 -2279 
1425 -1541 -622 774 648 -854 947 -1139 -2208 
1243 -1444 -555 780 636 -786 785 -1208 -2125 
1108 -1405 -517 693 511 -676 658 -1185 -1978 
745 -1761 -348 643 536 -642 566 -1127 -1857 
547 -1568 -126 552 533 -589 560 -1000 -1774 
510 -1199 -238 346 174 -506 519 -936 -1723 
299 -1589 -39 235 73 -486 462 -850 -1678 
285 -1985 520 34 -5 -554 392 -786 -1659 
-138 -2222 657 -105 -139 -459 317 -780 -1678 
-157 -2003 788 -42 -90 -202 231 -769 -1698 
53 -1872 908 -61 -74 64 207 -786 -1716 
126 -1901 710 -80 -152 174 207 -815 -1730 
463 -1650 444 -80 -339 265 196 -844 -1755 
865 -1349 285 -196 -651 360 138 -942 -1812 
1036 -1258 212 -231 -777 426 86 -1046 -1953 
1145 -1338 36 -179 -750 455 98 -1139 -2055 
1237 -1279 -150 -157 -774 499 167 -1225 -2176 
1251 -1398 -221 -155 -808 535 288 -1283 -2292 
1285 -1338 -378 -156 -793 565 421 -1329 -2356 
1269 -1184 -443 -178 -801 634 623 -1335 -2400 
1264 -1210 -444 -190 -766 687 803 -1283 -2388 
1335 -1087 -464 -206 -711 747 976 -1156 -2355 
1435 -739 -400 -194 -667 785 1126 -1017 -2298 
1772 -681 -616 -130 -603 717 1184 -838 -2151 
1988 -337 -644 -125 -557 547 1201 -682 -2049 
1694 -16 -403 -189 -438 400 1143 -567 -1966 
1377 -237 -156 -75 -164 180 1109 -544 -1902 
1071 -325 -113 113 57 -31 1091 -509 -1908 
961 -496 87 182 119 -149 1109 -497 -1940 
964 -429 178 156 176 -180 1138 -520 -1965 
1292 -199 119 185 215 -188 1184 -526 -1985 
1490 -536 -26 275 273 -298 1190 -567 -2023 
1858 -550 -30 452 431 -410 1213 -601 -2119 
2066 -992 -248 513 433 -584 1236 -700 -2170 
2048 -1395 -391 634 556 -810 1178 -850 -2221 
2043 -1298 -519 701 550 -884 1091 -1006 -2215 
1812 -1865 -639 674 508 -974 935 -1127 -2170 
1351 -2012 -487 659 649 -991 745 -1185 -2093 
1335 -1595 -331 502 424 -848 577 -1179 -1953 
1049 -1670 -358 355 231 -734 427 -1121 -1883 
652 -1742 -312 337 307 -707 306 -1029 -1812 
130 -1961 -94 263 275 -651 225 -925 -1748 
-151 -2006 426 122 231 -546 213 -786 -1698 
-310 -1794 513 62 209 -269 207 -740 -1684 
-350 -1974 773 33 79 -155 213 -705 -1685 
-365 -2120 742 -19 7 -113 219 -688 -1685 
-86 -1946 716 -59 -80 88 213 -682 -1710 
312 -1445 564 -206 -408 249 155 -734 -1711 
623 -1322 469 -265 -577 371 98 -850 -1793 
863 -1346 352 -234 -494 500 86 -971 -1908 
time 9:02:25	strokes=45	laps=2	style=2
time 9:02:25	strokes=47	laps=2	style=2
987 -1355 58 -228 -540 538 115 -1087 -2004 
1086 -1533 -121 -223 -598 574 196 -1173 -2106 
1216 -1523 -253 -259 -589 678 311 -1289 -2189 
1223 -1432 -332 -338 -679 750 496 -1300 -2298 
1298 -1555 -341 -371 -739 729 687 -1295 -2355 
1334 -1370 -395 -396 -752 757 889 -1220 -2406 
1297 -1328 -508 -371 -758 751 1063 -1087 -2362 
1274 -1096 -538 -369 -750 705 1184 -931 -2253 
1348 -1089 -569 -332 -674 626 1201 -780 -2170 
1697 -906 -685 -286 -574 540 1190 -653 -2068 
1616 -331 -509 -212 -489 534 1132 -572 -1947 
1537 -440 -431 -94 -283 376 1074 -474 -1883 
1465 -536 -384 40 -20 135 1034 -445 -1864 
1378 -511 -231 126 115 -52 1063 -428 -1883 
1226 -600 -249 265 254 -196 1091 -411 -1928 
1223 -839 -168 446 396 -336 1149 -416 -2023 
1244 -999 -189 539 485 -484 1213 -457 -2113 
1218 -1179 -376 659 487 -627 1271 -538 -2208 
1309 -1337 -316 713 524 -728 1253 -694 -2310 
1301 -1604 -448 719 576 -814 1201 -884 -2355 
1147 -1457 -490 768 524 -867 1068 -1052 -2310 
1170 -1299 -430 714 422 -768 907 -1162 -2234 
988 -1558 -505 642 429 -712 751 -1191 -2087 
721 -1615 -307 622 519 -717 606 -1179 -1960 
745 -1205 -303 412 345 -607 519 -1116 -1882 
526 -1595 -160 255 209 -558 415 -1064 -1819 
305 -1788 217 190 355 -574 363 -988 -1767 
261 -1522 439 16 103 -469 306 -936 -1761 
191 -1716 779 -88 -8 -338 236 -913 -1774 
-57 -1808 806 -21 140 -211 213 -908 -1768 
50 -1669 901 8 75 -70 207 -884 -1774 
124 -1752 872 -58 -59 52 202 -902 -1787 
262 -1615 720 -47 -111 186 213 -913 -1800 
498 -1567 610 -94 -282 274 207 -954 -1819 
time 9:02:27	strokes=48	laps=2	style=2
725 -1556 396 -179 -473 345 202 -1029 -1857 
872 -1567 86 -193 -562 453 202 -1092 -1947 
1004 -1606 -170 -220 -649 517 265 -1168 -2023 
1105 -1544 -331 -268 -706 573 346 -1243 -2119 
1117 -1479 -409 -333 -747 635 467 -1295 -2202 
1140 -1344 -371 -394 -805 649 635 -1295 -2304 
1078 -1287 -448 -370 -792 648 791 -1260 -2329 
1193 -920 -519 -360 -804 658 947 -1173 -2342 
1243 -959 -337 -377 -768 662 1074 -1058 -2285 
1241 -778 -473 -194 -545 692 1149 -913 -2227 
1378 -621 -522 -48 -449 722 1213 -740 -2125 
1561 -483 -444 -78 -356 661 1195 -578 -2068 
1894 -463 -362 -122 -200 520 1161 -445 -2017 
1816 -293 -121 -122 -61 286 1143 -364 -1985 
1553 -399 -117 42 93 -19 1115 -359 -1998 
1454 -722 -212 349 263 -275 1178 -359 -2042 
1439 -847 -188 531 357 -451 1224 -388 -2131 
1521 -1139 -265 619 381 -628 1265 -492 -2221 
1690 -1324 -318 716 431 -798 1259 -636 -2279 
1860 -1553 -634 825 455 -938 1213 -856 -2316 
1620 -1795 -845 958 531 -1055 1068 -1069 -2221 
1297 -1606 -720 960 593 -958 889 -1144 -2113 
1132 -1343 -620 800 428 -771 722 -1156 -1978 
871 -1470 -554 622 351 -636 623 -1069 -1838 
704 -1835 -260 494 390 -629 554 -1006 -1748 
649 -1641 -35 298 252 -657 519 -919 -1697 
307 -1556 -67 189 73 -529 444 -861 -1684 
192 -1441 91 122 58 -405 381 -792 -1653 
139 -1629 437 -19 -18 -334 340 -775 -1672 
-134 -1863 511 -4 140 -230 329 -746 -1678 
-143 -1821 551 14 59 -171 323 -728 -1666 
-87 -1826 575 -21 -15 -24 317 -740 -1685 
83 -1693 513 -55 -49 140 317 -757 -1666 
320 -1532 435 -109 -160 264 329 -786 -1672 
552 -1415 428 -174 -292 355 323 -856 -1710 
623 -1499 291 -179 -294 415 311 -931 -1755 
time 9:02:28	strokes=49	laps=2	style=2
745 -1495 95 -231 -420 429 306 -1000 -1787 
890 -1467 -93 -294 -545 504 335 -1087 -1864 
980 -1439 -218 -342 -559 607 381 -1156 -1953 
1088 -1323 -311 -442 -656 630 467 -1231 -2061 
1073 -1327 -379 -493 -748 624 577 -1283 -2182 
1259 -1185 -374 -466 -697 679 710 -1272 -2253 
1233 -820 -383 -559 -763 735 889 -1202 -2297 
1229 -888 -332 -574 -781 645 1028 -1121 -2323 
1324 -728 -299 -508 -670 569 1120 -1012 -2317 
1271 -544 -373 -330 -583 572 1172 -884 -2234 
1448 -534 -530 -127 -462 552 1190 -752 -2119 
1578 -425 -515 -39 -315 484 1207 -619 -2068 
1618 -238 -390 -1 -178 384 1172 -520 -2030 
1625 -175 -273 98 -45 202 1161 -428 -1991 
1477 -422 -208 242 130 -62 1161 -405 -2036 
1400 -635 -214 406 301 -304 1195 -411 -2087 
1485 -745 -224 529 383 -479 1247 -457 -2177 
1594 -1111 -351 619 420 -694 1265 -578 -2253 
1705 -1352 -388 695 512 -871 1247 -757 -2323 
1781 -1514 -516 746 588 -923 1132 -977 -2311 
1580 -1608 -641 788 579 -946 964 -1162 -2265 
1346 -1556 -539 796 595 -851 791 -1225 -2144 
1042 -1316 -596 699 504 -699 635 -1202 -2004 
819 -1376 -430 536 349 -673 508 -1127 -1876 
716 -1523 -108 348 363 -574 421 -1052 -1787 
721 -1480 193 191 273 -519 387 -965 -1742 
450 -1542 127 142 163 -508 329 -908 -1730 
89 -1611 74 209 194 -439 306 -850 -1691 
109 -1682 447 61 49 -369 271 -775 -1691 
-110 -2030 725 -34 78 -252 248 -746 -1672 
-87 -1766 659 -11 63 -127 248 -734 -1684 
63 -1658 621 -2 8 80 242 -734 -1678 
259 -1505 551 -51 -20 211 283 -752 -1678 
358 -1473 410 -78 -104 273 271 -792 -1691 
494 -1507 320 -98 -157 339 294 -827 -1704 
654 -1570 164 -189 -279 389 323 -913 -1717 
time 9:02:29	strokes=50	laps=2	style=2
878 -1501 -75 -304 -494 443 288 -977 -1793 
1104 -1543 -152 -389 -684 500 283 -1092 -1883 
1230 -1533 -370 -387 -750 571 317 -1196 -1997 
1373 -1569 -341 -362 -773 639 410 -1272 -2125 
1413 -1356 -389 -384 -754 730 548 -1295 -2208 
1295 -1156 -422 -382 -786 771 722 -1277 -2291 
1260 -1029 -490 -386 -796 702 895 -1214 -2291 
1233 -883 -584 -408 -833 626 1016 -1110 -2253 
1216 -853 -636 -376 -778 594 1091 -988 -2196 
1422 -739 -688 -330 -663 590 1126 -890 -2112 
1748 -270 -698 -244 -565 570 1126 -792 -2023 
2043 -379 -660 -84 -428 471 1109 -682 -1940 
1972 -90 -433 135 -129 366 1080 -607 -1883 
1652 10 -260 253 67 226 1068 -503 -1889 
1452 -322 -244 302 236 -85 1097 -440 -1921 
1319 -697 -271 408 396 -379 1161 -457 -1991 
1461 -751 -233 478 462 -539 1219 -497 -2112 
1620 -1057 -361 504 455 -713 1247 -619 -2195 
1663 -1271 -493 594 563 -862 1219 -804 -2253 
1784 -1380 -530 669 634 -899 1138 -983 -2304 
1675 -1521 -643 704 675 -871 964 -1156 -2285 
1501 -1476 -699 744 651 -798 785 -1220 -2157 
1192 -1420 -644 722 574 -732 641 -1231 -2042 
1100 -1350 -507 588 493 -672 548 -1168 -1908 
1017 -1365 -388 400 360 -626 479 -1069 -1793 
1076 -1784 -68 216 288 -655 369 -1006 -1755 
634 -2193 163 115 315 -679 323 -925 -1723 
77 -1858 54 161 283 -579 300 -844 -1704 
202 -1580 388 74 67 -370 259 -780 -1672 
50 -1767 507 16 166 -155 254 -757 -1698 
0 -1810 449 88 218 -82 306 -711 -1665 
77 -1797 452 13 -18 -16 311 -694 -1659 
229 -1938 445 -50 -79 147 311 -705 -1659 
608 -1752 394 -148 -276 269 306 -769 -1672 
891 -1594 238 -206 -642 296 219 -838 -1710 
1183 -1621 150 -129 -618 485 150 -925 -1787 
time 9:02:31	strokes=51	laps=2	style=2
1554 -1256 155 -117 -544 693 167 -1006 -1863 
1432 -828 111 -182 -702 686 225 -1133 -1953 
1382 -672 203 -99 -701 534 271 -1202 -2036 
1171 -355 286 38 -531 544 358 -1237 -2067 
1052 25 359 41 -570 453 433 -1260 -2049 
1006 196 428 0 -627 312 467 -1248 -2061 
928 661 309 104 -411 365 502 -1231 -2067 
793 640 493 134 -369 261 531 -1202 -2030 
750 668 517 132 -158 164 560 -1162 -1991 
553 621 581 153 -26 180 600 -1121 -1966 
493 416 819 119 31 97 623 -1116 -1940 
393 466 809 65 0 20 641 -1092 -1895 
252 343 855 89 12 25 635 -1075 -1889 
282 391 897 77 30 3 629 -1058 -1895 
218 282 914 39 1 -18 647 -1052 -1882 
249 367 936 47 11 -8 652 -1035 -1870 
244 385 960 38 -19 8 647 -1035 -1857 
217 334 942 39 -20 -16 635 -1029 -1857 
154 305 910 54 20 -23 629 -1012 -1825 
126 383 889 44 -5 -1 635 -1012 -1831 
123 305 917 15 -28 -10 629 -1006 -1831 
113 316 899 6 -19 -17 623 -994 -1832 
